Freq.,V(n003)
2.33E-03,"(-2.36999579206495e-09dB,-1.35731726942582e-03°)"
2.33E-03,"(-2.38093608717599e-09dB,-1.36044620887797e-03°)"
2.34E-03,"(-2.39192749164278e-09dB,-1.36358236128047e-03°)"
2.34E-03,"(-2.40296614815547e-09dB,-1.36672574326091e-03°)"
2.35E-03,"(-2.41405784267884e-09dB,-1.36987637148517e-03°)"
2.36E-03,"(-2.42520257521290e-09dB,-1.37303426265757e-03°)"
2.36E-03,"(-2.43639552412032e-09dB,-1.37619943352094e-03°)"
2.37E-03,"(-2.44764151103842e-09dB,-1.37937190085671e-03°)"
2.37E-03,"(-2.45893860731228e-09dB,-1.38255168148497e-03°)"
2.38E-03,"(-2.47028777726937e-09dB,-1.38573879226460e-03°)"
2.38E-03,"(-2.48169094956461e-09dB,-1.38893325009335e-03°)"
2.39E-03,"(-2.49314812419801e-09dB,-1.39213507190792e-03°)"
2.39E-03,"(-2.50465447953224e-09dB,-1.39534427468405e-03°)"
2.40E-03,"(-2.51621387287715e-09dB,-1.39856087543660e-03°)"
2.40E-03,"(-2.52783016154263e-09dB,-1.40178489121969e-03°)"
2.41E-03,"(-2.53949659523639e-09dB,-1.40501633912671e-03°)"
2.42E-03,"(-2.55121895992325e-09dB,-1.40825523629049e-03°)"
2.42E-03,"(-2.56299436262080e-09dB,-1.41150159988333e-03°)"
2.43E-03,"(-2.57482569631144e-09dB,-1.41475544711713e-03°)"
2.43E-03,"(-2.58671006801277e-09dB,-1.41801679524347e-03°)"
2.44E-03,"(-2.59865133503467e-09dB,-1.42128566155368e-03°)"
2.44E-03,"(-2.61064564006725e-09dB,-1.42456206337897e-03°)"
2.45E-03,"(-2.62269394743800e-09dB,-1.42784601809050e-03°)"
2.45E-03,"(-2.63479915012931e-09dB,-1.43113754309947e-03°)"
2.46E-03,"(-2.64696221246864e-09dB,-1.43443665585722e-03°)"
2.47E-03,"(-2.65917927714614e-09dB,-1.43774337385531e-03°)"
2.47E-03,"(-2.67145227281673e-09dB,-1.44105771462563e-03°)"
2.48E-03,"(-2.68378602111775e-09dB,-1.44437969574048e-03°)"
2.48E-03,"(-2.69617377175693e-09dB,-1.44770933481269e-03°)"
2.49E-03,"(-2.70861648906173e-09dB,-1.45104664949567e-03°)"
2.49E-03,"(-2.72111899466950e-09dB,-1.45439165748352e-03°)"
2.50E-03,"(-2.73367935992531e-09dB,-1.45774437651114e-03°)"
2.51E-03,"(-2.74629758482914e-09dB,-1.46110482435433e-03°)"
2.51E-03,"(-2.75897463370846e-09dB,-1.46447301882983e-03°)"
2.52E-03,"(-2.77170761358089e-09dB,-1.46784897779548e-03°)"
2.52E-03,"(-2.78450327473867e-09dB,-1.47123271915027e-03°)"
2.53E-03,"(-2.79735775987196e-09dB,-1.47462426083447e-03°)"
2.54E-03,"(-2.81026721167088e-09dB,-1.47802362082970e-03°)"
2.54E-03,"(-2.82323838042769e-09dB,-1.48143081715902e-03°)"
2.55E-03,"(-2.83627126614240e-09dB,-1.48484586788704e-03°)"
2.55E-03,"(-2.84936104717768e-09dB,-1.48826879112003e-03°)"
2.56E-03,"(-2.86251543815326e-09dB,-1.49169960500599e-03°)"
2.56E-03,"(-2.87572576012194e-09dB,-1.49513832773474e-03°)"
2.57E-03,"(-2.88900165635838e-09dB,-1.49858497753806e-03°)"
2.58E-03,"(-2.90233734089779e-09dB,-1.50203957268973e-03°)"
2.58E-03,"(-2.91573088508524e-09dB,-1.50550213150568e-03°)"
2.59E-03,"(-2.92919193219538e-09dB,-1.50897267234405e-03°)"
2.59E-03,"(-2.94270987462610e-09dB,-1.51245121360530e-03°)"
2.60E-03,"(-2.95629435565205e-09dB,-1.51593777373231e-03°)"
2.61E-03,"(-2.96994055363590e-09dB,-1.51943237121048e-03°)"
2.61E-03,"(-2.98364750425018e-09dB,-1.52293502456780e-03°)"
2.62E-03,"(-2.99742002913224e-09dB,-1.52644575237501e-03°)"
2.62E-03,"(-3.01125619962713e-09dB,-1.52996457324564e-03°)"
2.63E-03,"(-3.02515601573486e-09dB,-1.53349150583611e-03°)"
2.64E-03,"(-3.03911947745543e-09dB,-1.53702656884587e-03°)"
2.64E-03,"(-3.05314754911630e-09dB,-1.54056978101748e-03°)"
2.65E-03,"(-3.06723926639001e-09dB,-1.54412116113670e-03°)"
2.65E-03,"(-3.08139752225895e-09dB,-1.54768072803258e-03°)"
2.66E-03,"(-3.09562038806820e-09dB,-1.55124850057761e-03°)"
2.67E-03,"(-3.10990979247269e-09dB,-1.55482449768774e-03°)"
2.67E-03,"(-3.12426380681749e-09dB,-1.55840873832257e-03°)"
2.68E-03,"(-3.13868435975753e-09dB,-1.56200124148538e-03°)"
2.69E-03,"(-3.15317048696534e-09dB,-1.56560202622326e-03°)"
2.69E-03,"(-3.16772701007826e-09dB,-1.56921111162722e-03°)"
2.70E-03,"(-3.18234717880402e-09dB,-1.57282851683227e-03°)"
2.70E-03,"(-3.19703677910742e-09dB,-1.57645426101752e-03°)"
2.71E-03,"(-3.21179484666099e-09dB,-1.58008836340632e-03°)"
2.72E-03,"(-3.22661848848234e-09dB,-1.58373084326632e-03°)"
2.72E-03,"(-3.24151445486374e-09dB,-1.58738171990957e-03°)"
2.73E-03,"(-3.25647213820304e-09dB,-1.59104101269267e-03°)"
2.74E-03,"(-3.27150407475732e-09dB,-1.59470874101681e-03°)"
2.74E-03,"(-3.28660544288925e-09dB,-1.59838492432794e-03°)"
2.75E-03,"(-3.30177817125375e-09dB,-1.60206958211680e-03°)"
2.75E-03,"(-3.31701743821350e-09dB,-1.60576273391909e-03°)"
2.76E-03,"(-3.33232710107836e-09dB,-1.60946439931553e-03°)"
2.77E-03,"(-3.34770715984833e-09dB,-1.61317459793197e-03°)"
2.77E-03,"(-3.36316243616075e-09dB,-1.61689334943954e-03°)"
2.78E-03,"(-3.37868521539589e-09dB,-1.62062067355466e-03°)"
2.79E-03,"(-3.39428031919107e-09dB,-1.62435659003926e-03°)"
2.79E-03,"(-3.40994581889136e-09dB,-1.62810111870077e-03°)"
2.80E-03,"(-3.42568557180664e-09dB,-1.63185427939233e-03°)"
2.81E-03,"(-3.44150054226436e-09dB,-1.63561609201281e-03°)"
2.81E-03,"(-3.45738397997227e-09dB,-1.63938657650697e-03°)"
2.82E-03,"(-3.47334359955009e-09dB,-1.64316575286555e-03°)"
2.82E-03,"(-3.48937650801543e-09dB,-1.64695364112536e-03°)"
2.83E-03,"(-3.50548077671336e-09dB,-1.65075026136941e-03°)"
2.84E-03,"(-3.52166219160867e-09dB,-1.65455563372699e-03°)"
2.84E-03,"(-3.53791593106403e-09dB,-1.65836977837382e-03°)"
2.85E-03,"(-3.55424681671678e-09dB,-1.66219271553211e-03°)"
2.86E-03,"(-3.57065484856691e-09dB,-1.66602446547070e-03°)"
2.86E-03,"(-3.58713424064963e-09dB,-1.66986504850513e-03°)"
2.87E-03,"(-3.60369077892974e-09dB,-1.67371448499780e-03°)"
2.88E-03,"(-3.62032639206216e-09dB,-1.67757279535804e-03°)"
2.88E-03,"(-3.63703625840958e-09dB,-1.68144000004222e-03°)"
2.89E-03,"(-3.65382327095439e-09dB,-1.68531611955388e-03°)"
2.90E-03,"(-3.67069128700645e-09dB,-1.68920117444382e-03°)"
2.90E-03,"(-3.68763162761856e-09dB,-1.69309518531021e-03°)"
2.91E-03,"(-3.70465490039287e-09dB,-1.69699817279871e-03°)"
2.92E-03,"(-3.72175435503711e-09dB,-1.70091015760257e-03°)"
2.92E-03,"(-3.73893288453366e-09dB,-1.70483116046274e-03°)"
2.93E-03,"(-3.75619145321001e-09dB,-1.70876120216800e-03°)"
2.94E-03,"(-3.77352909673869e-09dB,-1.71270030355503e-03°)"
2.94E-03,"(-3.79094677944716e-09dB,-1.71664848550855e-03°)"
2.95E-03,"(-3.80844546566289e-09dB,-1.72060576896144e-03°)"
2.96E-03,"(-3.82602322673095e-09dB,-1.72457217489481e-03°)"
2.96E-03,"(-3.84368391996121e-09dB,-1.72854772433815e-03°)"
2.97E-03,"(-3.86142465237125e-09dB,-1.73253243836944e-03°)"
2.98E-03,"(-3.87925024559843e-09dB,-1.73652633811522e-03°)"
2.99E-03,"(-3.89715587800541e-09dB,-1.74052944475076e-03°)"
2.99E-03,"(-3.91514347824712e-09dB,-1.74454177950013e-03°)"
3.00E-03,"(-3.93321593930596e-09dB,-1.74856336363633e-03°)"
3.01E-03,"(-3.95137133252700e-09dB,-1.75259421848140e-03°)"
3.01E-03,"(-3.96960869358277e-09dB,-1.75663436540653e-03°)"
3.02E-03,"(-3.98793187978314e-09dB,-1.76068382583217e-03°)"
3.03E-03,"(-4.00634089112812e-09dB,-1.76474262122816e-03°)"
3.03E-03,"(-4.02483187030782e-09dB,-1.76881077311383e-03°)"
3.04E-03,"(-4.04340674597720e-09dB,-1.77288830305812e-03°)"
3.05E-03,"(-4.06207130410105e-09dB,-1.77697523267968e-03°)"
3.05E-03,"(-4.08082265169697e-09dB,-1.78107158364701e-03°)"
3.06E-03,"(-4.09965693145509e-09dB,-1.78517737767856e-03°)"
3.07E-03,"(-4.11858378665008e-09dB,-1.78929263654283e-03°)"
3.08E-03,"(-4.13759164535235e-09dB,-1.79341738205851e-03°)"
3.08E-03,"(-4.15669207949149e-09dB,-1.79755163609460e-03°)"
3.09E-03,"(-4.17587737444777e-09dB,-1.80169542057050e-03°)"
3.10E-03,"(-4.19515138753106e-09dB,-1.80584875745615e-03°)"
3.10E-03,"(-4.21451701172376e-09dB,-1.81001166877211e-03°)"
3.11E-03,"(-4.23396942538853e-09dB,-1.81418417658973e-03°)"
3.12E-03,"(-4.25351248583525e-09dB,-1.81836630303124e-03°)"
3.13E-03,"(-4.27314330008151e-09dB,-1.82255807026985e-03°)"
3.13E-03,"(-4.29286861841958e-09dB,-1.82675950052990e-03°)"
3.14E-03,"(-4.31268554786707e-09dB,-1.83097061608694e-03°)"
3.15E-03,"(-4.33259119544157e-09dB,-1.83519143926789e-03°)"
3.16E-03,"(-4.35258941845295e-09dB,-1.83942199245114e-03°)"
3.16E-03,"(-4.37267828824628e-09dB,-1.84366229806667e-03°)"
3.17E-03,"(-4.39286455511382e-09dB,-1.84791237859614e-03°)"
3.18E-03,"(-4.41314243309078e-09dB,-1.85217225657305e-03°)"
3.18E-03,"(-4.43350999352223e-09dB,-1.85644195458287e-03°)"
3.19E-03,"(-4.45397495102789e-09dB,-1.86072149526311e-03°)"
3.20E-03,"(-4.47453248397044e-09dB,-1.86501090130345e-03°)"
3.21E-03,"(-4.49518741398721e-09dB,-1.86931019544592e-03°)"
3.21E-03,"(-4.51593588376833e-09dB,-1.87361940048492e-03°)"
3.22E-03,"(-4.53677982196874e-09dB,-1.87793853926745e-03°)"
3.23E-03,"(-4.55772308589831e-09dB,-1.88226763469314e-03°)"
3.24E-03,"(-4.57875892526477e-09dB,-1.88660670971443e-03°)"
3.24E-03,"(-4.59989216170545e-09dB,-1.89095578733666e-03°)"
3.25E-03,"(-4.62112665253023e-09dB,-1.89531489061821e-03°)"
3.26E-03,"(-4.64245468311936e-09dB,-1.89968404267061e-03°)"
3.27E-03,"(-4.66388300376512e-09dB,-1.90406326665866e-03°)"
3.27E-03,"(-4.68540968581257e-09dB,-1.90845258580059e-03°)"
3.28E-03,"(-4.70703569358919e-09dB,-1.91285202336811e-03°)"
3.29E-03,"(-4.72876488440484e-09dB,-1.91726160268661e-03°)"
3.30E-03,"(-4.75059050796725e-09dB,-1.92168134713525e-03°)"
3.30E-03,"(-4.77251931456869e-09dB,-1.92611128014706e-03°)"
3.31E-03,"(-4.79454841122676e-09dB,-1.93055142520911e-03°)"
3.32E-03,"(-4.81667779794147e-09dB,-1.93500180586260e-03°)"
3.33E-03,"(-4.83891422500509e-09dB,-1.93946244570302e-03°)"
3.33E-03,"(-4.86124708481546e-09dB,-1.94393336838022e-03°)"
3.34E-03,"(-4.88368505631981e-09dB,-1.94841459759861e-03°)"
3.35E-03,"(-4.90622910384560e-09dB,-1.95290615711719e-03°)"
3.36E-03,"(-4.92887440575549e-09dB,-1.95740807074979e-03°)"
3.37E-03,"(-4.95162385503189e-09dB,-1.96192036236509e-03°)"
3.37E-03,"(-4.97448034465719e-09dB,-1.96644305588682e-03°)"
3.38E-03,"(-4.99744001732154e-09dB,-1.97097617529385e-03°)"
3.39E-03,"(-5.02050865898973e-09dB,-1.97551974462032e-03°)"
3.40E-03,"(-5.04368048369697e-09dB,-1.98007378795579e-03°)"
3.40E-03,"(-5.06696224173551e-09dB,-1.98463832944534e-03°)"
3.41E-03,"(-5.09035007579550e-09dB,-1.98921339328972e-03°)"
3.42E-03,"(-5.11384591453188e-09dB,-1.99379900374546e-03°)"
3.43E-03,"(-5.13745168659956e-09dB,-1.99839518512500e-03°)"
3.44E-03,"(-5.16116546334363e-09dB,-2.00300196179685e-03°)"
3.44E-03,"(-5.18498724476409e-09dB,-2.00761935818567e-03°)"
3.45E-03,"(-5.20892088817079e-09dB,-2.01224739877244e-03°)"
3.46E-03,"(-5.23296350058135e-09dB,-2.01688610809458e-03°)"
3.47E-03,"(-5.25711893930563e-09dB,-2.02153551074605e-03°)"
3.48E-03,"(-5.28138431136123e-09dB,-2.02619563137753e-03°)"
3.48E-03,"(-5.30576154540309e-09dB,-2.03086649469651e-03°)"
3.49E-03,"(-5.33025064143120e-09dB,-2.03554812546744e-03°)"
3.50E-03,"(-5.35485352810051e-09dB,-2.04024054851187e-03°)"
3.51E-03,"(-5.37957213406595e-09dB,-2.04494378870855e-03°)"
3.52E-03,"(-5.40440260201764e-09dB,-2.04965787099359e-03°)"
3.52E-03,"(-5.42934686061053e-09dB,-2.05438282036060e-03°)"
3.53E-03,"(-5.45440780282702e-09dB,-2.05911866186077e-03°)"
3.54E-03,"(-5.47958639299457e-09dB,-2.06386542060307e-03°)"
3.55E-03,"(-5.50487780947586e-09dB,-2.06862312175435e-03°)"
3.56E-03,"(-5.53028687390821e-09dB,-2.07339179053946e-03°)"
3.56E-03,"(-5.55581551494657e-09dB,-2.07817145224140e-03°)"
3.57E-03,"(-5.58145987528106e-09dB,-2.08296213220147e-03°)"
3.58E-03,"(-5.60722188356662e-09dB,-2.08776385581937e-03°)"
3.59E-03,"(-5.63310443278566e-09dB,-2.09257664855337e-03°)"
3.60E-03,"(-5.65910366562831e-09dB,-2.09740053592041e-03°)"
3.61E-03,"(-5.68522729671429e-09dB,-2.10223554349627e-03°)"
3.61E-03,"(-5.71146857575136e-09dB,-2.10708169691566e-03°)"
3.62E-03,"(-5.73783136004936e-09dB,-2.11193902187243e-03°)"
3.63E-03,"(-5.76431468528085e-09dB,-2.11680754411961e-03°)"
3.64E-03,"(-5.79092144442822e-09dB,-2.12168728946963e-03°)"
3.65E-03,"(-5.81765067316401e-09dB,-2.12657828379441e-03°)"
3.66E-03,"(-5.84450430014315e-09dB,-2.13148055302551e-03°)"
3.66E-03,"(-5.87148328969310e-09dB,-2.13639412315429e-03°)"
3.67E-03,"(-5.89858282017654e-09dB,-2.14131902023199e-03°)"
3.68E-03,"(-5.92581060621321e-09dB,-2.14625527036994e-03°)"
3.69E-03,"(-5.95316375482070e-09dB,-2.15120289973964e-03°)"
3.70E-03,"(-5.98064130167154e-09dB,-2.15616193457293e-03°)"
3.71E-03,"(-6.00824613974815e-09dB,-2.16113240116211e-03°)"
3.72E-03,"(-6.03597826905052e-09dB,-2.16611432586010e-03°)"
3.72E-03,"(-6.06383865390611e-09dB,-2.17110773508058e-03°)"
3.73E-03,"(-6.09182922296987e-09dB,-2.17611265529810e-03°)"
3.74E-03,"(-6.11994804758687e-09dB,-2.18112911304826e-03°)"
3.75E-03,"(-6.14819705641203e-09dB,-2.18615713492780e-03°)"
3.76E-03,"(-6.17657335646296e-09dB,-2.19119674759480e-03°)"
3.77E-03,"(-6.20508466235939e-09dB,-2.19624797776879e-03°)"
3.78E-03,"(-6.23372615246400e-09dB,-2.20131085223088e-03°)"
3.78E-03,"(-6.26250168408665e-09dB,-2.20638539782393e-03°)"
3.79E-03,"(-6.29140643559001e-09dB,-2.21147164145268e-03°)"
3.80E-03,"(-6.32044619293887e-09dB,-2.21656961008388e-03°)"
3.81E-03,"(-6.34961999180579e-09dB,-2.22167933074646e-03°)"
3.82E-03,"(-6.37892783219075e-09dB,-2.22680083053164e-03°)"
3.83E-03,"(-6.40836971409376e-09dB,-2.23193413659311e-03°)"
3.84E-03,"(-6.43795045915216e-09dB,-2.23707927614714e-03°)"
3.85E-03,"(-6.46767006736594e-09dB,-2.24223627647275e-03°)"
3.85E-03,"(-6.49752082411538e-09dB,-2.24740516491185e-03°)"
3.86E-03,"(-6.52751333700261e-09dB,-2.25258596886936e-03°)"
3.87E-03,"(-6.55764278439029e-09dB,-2.25777871581339e-03°)"
3.88E-03,"(-6.58790916627844e-09dB,-2.26298343327537e-03°)"
3.89E-03,"(-6.61831923295931e-09dB,-2.26820014885020e-03°)"
3.90E-03,"(-6.64886719846812e-09dB,-2.27342889019637e-03°)"
3.91E-03,"(-6.67955692011472e-09dB,-2.27866968503616e-03°)"
3.92E-03,"(-6.71038936222660e-09dB,-2.28392256115573e-03°)"
3.93E-03,"(-6.74136356047627e-09dB,-2.28918754640532e-03°)"
3.94E-03,"(-6.77248047919122e-09dB,-2.29446466869934e-03°)"
3.94E-03,"(-6.80374011837144e-09dB,-2.29975395601658e-03°)"
3.95E-03,"(-6.83514633532681e-09dB,-2.30505543640031e-03°)"
3.96E-03,"(-6.86669720140238e-09dB,-2.31036913795846e-03°)"
3.97E-03,"(-6.89838885928830e-09dB,-2.31569508886373e-03°)"
3.98E-03,"(-6.93023095225924e-09dB,-2.32103331735379e-03°)"
3.99E-03,"(-6.96221673002293e-09dB,-2.32638385173140e-03°)"
4.00E-03,"(-6.99435583585403e-09dB,-2.33174672036455e-03°)"
4.01E-03,"(-7.02663959080536e-09dB,-2.33712195168665e-03°)"
4.02E-03,"(-7.05907378084171e-09dB,-2.34250957419662e-03°)"
4.03E-03,"(-7.09165647730816e-09dB,-2.34790961645911e-03°)"
4.04E-03,"(-7.12438960885963e-09dB,-2.35332210710461e-03°)"
4.05E-03,"(-7.15727510415107e-09dB,-2.35874707482961e-03°)"
4.06E-03,"(-7.19031103452753e-09dB,-2.36418454839673e-03°)"
4.06E-03,"(-7.22349932864397e-09dB,-2.36963455663492e-03°)"
4.07E-03,"(-7.25684384381024e-09dB,-2.37509712843959e-03°)"
4.08E-03,"(-7.29033782973409e-09dB,-2.38057229277275e-03°)"
4.09E-03,"(-7.32398803670777e-09dB,-2.38606007866317e-03°)"
4.10E-03,"(-7.35779639338624e-09dB,-2.39156051520654e-03°)"
4.11E-03,"(-7.39175711380468e-09dB,-2.39707363156563e-03°)"
4.12E-03,"(-7.42587598392790e-09dB,-2.40259945697045e-03°)"
4.13E-03,"(-7.46015203942844e-09dB,-2.40813802071835e-03°)"
4.14E-03,"(-7.49458720896124e-09dB,-2.41368935217426e-03°)"
4.15E-03,"(-7.52917859954389e-09dB,-2.41925348077078e-03°)"
4.16E-03,"(-7.56393489012360e-09dB,-2.42483043600837e-03°)"
4.17E-03,"(-7.59884643742570e-09dB,-2.43042024745548e-03°)"
4.18E-03,"(-7.63392192039740e-09dB,-2.43602294474875e-03°)"
4.19E-03,"(-7.66915844605630e-09dB,-2.44163855759311e-03°)"
4.20E-03,"(-7.70455697872986e-09dB,-2.44726711576199e-03°)"
4.21E-03,"(-7.74011848274556e-09dB,-2.45290864909744e-03°)"
4.22E-03,"(-7.77584777974074e-09dB,-2.45856318751030e-03°)"
4.23E-03,"(-7.81174004807806e-09dB,-2.46423076098038e-03°)"
4.24E-03,"(-7.84779528775752e-09dB,-2.46991139955658e-03°)"
4.25E-03,"(-7.88401832041647e-09dB,-2.47560513335709e-03°)"
4.26E-03,"(-7.92041203903730e-09dB,-2.48131199256952e-03°)"
4.27E-03,"(-7.95696969332775e-09dB,-2.48703200745106e-03°)"
4.28E-03,"(-7.99369996223502e-09dB,-2.49276520832866e-03°)"
4.29E-03,"(-8.03059513113938e-09dB,-2.49851162559919e-03°)"
4.30E-03,"(-8.06766195033311e-09dB,-2.50427128972958e-03°)"
4.31E-03,"(-8.10489945548873e-09dB,-2.51004423125698e-03°)"
4.32E-03,"(-8.14231150391612e-09dB,-2.51583048078896e-03°)"
4.33E-03,"(-8.17989616696035e-09dB,-2.52163006900365e-03°)"
4.34E-03,"(-8.21765151596648e-09dB,-2.52744302664987e-03°)"
4.35E-03,"(-8.25558237257186e-09dB,-2.53326938454736e-03°)"
4.36E-03,"(-8.29368777244901e-09dB,-2.53910917358687e-03°)"
4.37E-03,"(-8.33197060858035e-09dB,-2.54496242473040e-03°)"
4.38E-03,"(-8.37042798798347e-09dB,-2.55082916901129e-03°)"
4.39E-03,"(-8.40906376796824e-09dB,-2.55670943753443e-03°)"
4.40E-03,"(-8.44788084151708e-09dB,-2.56260326147644e-03°)"
4.41E-03,"(-8.48687342266518e-09dB,-2.56851067208576e-03°)"
4.42E-03,"(-8.52604826170480e-09dB,-2.57443170068292e-03°)"
4.43E-03,"(-8.56540053699863e-09dB,-2.58036637866060e-03°)"
4.44E-03,"(-8.60493796316639e-09dB,-2.58631473748388e-03°)"
4.45E-03,"(-8.64465571857076e-09dB,-2.59227680869037e-03°)"
4.46E-03,"(-8.68455573186667e-09dB,-2.59825262389038e-03°)"
4.47E-03,"(-8.72464186036400e-09dB,-2.60424221476707e-03°)"
4.48E-03,"(-8.76491603271767e-09dB,-2.61024561307668e-03°)"
4.49E-03,"(-8.80537246296290e-09dB,-2.61626285064860e-03°)"
4.50E-03,"(-8.84601500840955e-09dB,-2.62229395938565e-03°)"
4.51E-03,"(-8.88684752636750e-09dB,-2.62833897126415e-03°)"
4.52E-03,"(-8.92786808818181e-09dB,-2.63439791833416e-03°)"
4.53E-03,"(-8.96907380087008e-09dB,-2.64047083271961e-03°)"
4.54E-03,"(-9.01047527203447e-09dB,-2.64655774661849e-03°)"
4.55E-03,"(-9.05206478705522e-09dB,-2.65265869230300e-03°)"
4.56E-03,"(-9.09384620324222e-09dB,-2.65877370211977e-03°)"
4.57E-03,"(-9.13582337790533e-09dB,-2.66490280848995e-03°)"
4.58E-03,"(-9.17799438238963e-09dB,-2.67104604390946e-03°)"
4.59E-03,"(-9.22035632371272e-09dB,-2.67720344094912e-03°)"
4.60E-03,"(-9.26291498783940e-09dB,-2.68337503225484e-03°)"
4.61E-03,"(-9.30567230342460e-09dB,-2.68956085054778e-03°)"
4.62E-03,"(-9.34862537748594e-09dB,-2.69576092862453e-03°)"
4.63E-03,"(-9.39177421002342e-09dB,-2.70197529935728e-03°)"
4.65E-03,"(-9.43512555132930e-09dB,-2.70820399569402e-03°)"
4.66E-03,"(-9.47867650842120e-09dB,-2.71444705065867e-03°)"
4.67E-03,"(-9.52242997428151e-09dB,-2.72070449735129e-03°)"
4.68E-03,"(-9.56638112727291e-09dB,-2.72697636894822e-03°)"
4.69E-03,"(-9.61053864634260e-09dB,-2.73326269870232e-03°)"
4.70E-03,"(-9.65489963850818e-09dB,-2.73956351994308e-03°)"
4.71E-03,"(-9.69946313944219e-09dB,-2.74587886607682e-03°)"
4.72E-03,"(-9.74423397078197e-09dB,-2.75220877058687e-03°)"
4.73E-03,"(-9.78921406118246e-09dB,-2.75855326703377e-03°)"
4.74E-03,"(-9.83439569602392e-09dB,-2.76491238905540e-03°)"
4.75E-03,"(-9.87978948290849e-09dB,-2.77128617036719e-03°)"
4.76E-03,"(-9.92539349318126e-09dB,-2.77767464476229e-03°)"
4.78E-03,"(-9.97120676251474e-09dB,-2.78407784611176e-03°)"
4.79E-03,"(-1.00172312195639e-08dB,-2.79049580836474e-03°)"
4.80E-03,"(-1.00634678286562e-08dB,-2.79692856554862e-03°)"
4.81E-03,"(-1.01099185184465e-08dB,-2.80337615176923e-03°)"
4.82E-03,"(-1.01565852175899e-08dB,-2.80983860121104e-03°)"
4.83E-03,"(-1.02034669617588e-08dB,-2.81631594813732e-03°)"
4.84E-03,"(-1.02505647152807e-08dB,-2.82280822689030e-03°)"
4.85E-03,"(-1.02978784781556e-08dB,-2.82931547189141e-03°)"
4.86E-03,"(-1.03454082503836e-08dB,-2.83583771764140e-03°)"
4.88E-03,"(-1.03931607822568e-08dB,-2.84237499872058e-03°)"
4.89E-03,"(-1.04411360737754e-08dB,-2.84892734978896e-03°)"
4.90E-03,"(-1.04893283389745e-08dB,-2.85549480558645e-03°)"
4.91E-03,"(-1.05377472211287e-08dB,-2.86207740093305e-03°)"
4.92E-03,"(-1.05863869342733e-08dB,-2.86867517072902e-03°)"
4.93E-03,"(-1.06352523000457e-08dB,-2.87528814995508e-03°)"
4.94E-03,"(-1.06843384968084e-08dB,-2.88191637367259e-03°)"
4.95E-03,"(-1.07336561321637e-08dB,-2.88855987702372e-03°)"
4.97E-03,"(-1.07831994201467e-08dB,-2.89521869523167e-03°)"
4.98E-03,"(-1.08329741467223e-08dB,-2.90189286360084e-03°)"
4.99E-03,"(-1.08829774189080e-08dB,-2.90858241751699e-03°)"
5.00E-03,"(-1.09332111653587e-08dB,-2.91528739244748e-03°)"
5.01E-03,"(-1.09836773147295e-08dB,-2.92200782394142e-03°)"
5.02E-03,"(-1.10343749026929e-08dB,-2.92874374762985e-03°)"
5.04E-03,"(-1.10853048935763e-08dB,-2.93549519922599e-03°)"
5.05E-03,"(-1.11364750019995e-08dB,-2.94226221452534e-03°)"
5.06E-03,"(-1.11878794419976e-08dB,-2.94904482940596e-03°)"
5.07E-03,"(-1.12395191778982e-08dB,-2.95584307982859e-03°)"
5.08E-03,"(-1.12913971026837e-08dB,-2.96265700183688e-03°)"
5.09E-03,"(-1.13435161093364e-08dB,-2.96948663155756e-03°)"
5.11E-03,"(-1.13958771621838e-08dB,-2.97633200520065e-03°)"
5.12E-03,"(-1.14484783325711e-08dB,-2.98319315905963e-03°)"
5.13E-03,"(-1.15013205848256e-08dB,-2.99007012951167e-03°)"
5.14E-03,"(-1.15544068119298e-08dB,-2.99696295301778e-03°)"
5.15E-03,"(-1.16077408711936e-08dB,-3.00387166612300e-03°)"
5.16E-03,"(-1.16613208339620e-08dB,-3.01079630545667e-03°)"
5.18E-03,"(-1.17151476645625e-08dB,-3.01773690773252e-03°)"
5.19E-03,"(-1.17692194343402e-08dB,-3.02469350974893e-03°)"
5.20E-03,"(-1.18235457865697e-08dB,-3.03166614838912e-03°)"
5.21E-03,"(-1.18781180423039e-08dB,-3.03865486062132e-03°)"
5.22E-03,"(-1.19329458448174e-08dB,-3.04565968349898e-03°)"
5.24E-03,"(-1.19880272654553e-08dB,-3.05268065416098e-03°)"
5.25E-03,"(-1.20433613398901e-08dB,-3.05971780983181e-03°)"
5.26E-03,"(-1.20989519254318e-08dB,-3.06677118782176e-03°)"
5.27E-03,"(-1.21547970934253e-08dB,-3.07384082552715e-03°)"
5.28E-03,"(-1.22108997368532e-08dB,-3.08092676043048e-03°)"
5.30E-03,"(-1.22672656416801e-08dB,-3.08802903010067e-03°)"
5.31E-03,"(-1.23238880576138e-08dB,-3.09514767219326e-03°)"
